# 74,-0.36029398,-0.35540664,0.67268205,0.6810044
94080	-0.3569146	0.6776984	South San Francisco, CA
94083	-0.35708	0.67268205	South San Francisco, CA
94099	-0.35708	0.67268205	South San Francisco, CA
94101	-0.36029398	0.6810044	San Francisco, CA
94102	-0.35623467	0.6797373	San Francisco, CA
94103	-0.35619357	0.6796596	San Francisco, CA
94104	-0.35598427	0.67987573	San Francisco, CA
94105	-0.35590956	0.67983365	San Francisco, CA
94106	-0.36029398	0.6810044	San Francisco, CA
94107	-0.35598347	0.6794777	San Francisco, CA
94108	-0.3560754	0.6799072	San Francisco, CA
94109	-0.35621285	0.6800232	San Francisco, CA
94110	-0.35637748	0.67922187	San Francisco, CA
94111	-0.35611454	0.67959857	San Francisco, CA
94112	-0.35681146	0.6788517	San Francisco, CA
94114	-0.35663506	0.6794667	San Francisco, CA
94115	-0.3564706	0.6799284	San Francisco, CA
94116	-0.35728183	0.6793872	San Francisco, CA
94117	-0.35664278	0.6796669	San Francisco, CA
94118	-0.35680717	0.6798916	San Francisco, CA
94119	-0.36029398	0.6810044	San Francisco, CA
94120	-0.36029398	0.6810044	San Francisco, CA
94121	-0.35723156	0.6799828	San Francisco, CA
94122	-0.35709932	0.67965245	San Francisco, CA
94123	-0.3563876	0.6801548	San Francisco, CA
94124	-0.35602364	0.67879665	San Francisco, CA
94125	-0.36029398	0.6810044	San Francisco, CA
94126	-0.36029398	0.6810044	San Francisco, CA
94127	-0.35700625	0.6791284	San Francisco, CA
94128	-0.35668528	0.6769756	San Francisco, CA
94129	-0.35678476	0.6802536	San Francisco, CA
94130	-0.35540664	0.68024325	San Francisco, CA
94131	-0.3567568	0.67923295	San Francisco, CA
94132	-0.35737485	0.6790247	San Francisco, CA
94133	-0.35604104	0.6800971	San Francisco, CA
94134	-0.35643762	0.67873955	San Francisco, CA
94135	-0.36029398	0.6810044	San Francisco, CA
94136	-0.36029398	0.6810044	San Francisco, CA
94137	-0.36029398	0.6810044	San Francisco, CA
94138	-0.36029398	0.6810044	San Francisco, CA
94139	-0.36029398	0.6810044	San Francisco, CA
94140	-0.36029398	0.6810044	San Francisco, CA
94141	-0.36029398	0.6810044	San Francisco, CA
94142	-0.36029398	0.6810044	San Francisco, CA
94143	-0.35686466	0.6796212	San Francisco, CA
94144	-0.36029398	0.6810044	San Francisco, CA
94145	-0.36029398	0.6810044	San Francisco, CA
94146	-0.36029398	0.6810044	San Francisco, CA
94147	-0.36029398	0.6810044	San Francisco, CA
94150	-0.36029398	0.6810044	San Francisco, CA
94151	-0.36029398	0.6810044	San Francisco, CA
94152	-0.36029398	0.6810044	San Francisco, CA
94153	-0.36029398	0.6810044	San Francisco, CA
94154	-0.36029398	0.6810044	San Francisco, CA
94155	-0.36029398	0.6810044	San Francisco, CA
94156	-0.36029398	0.6810044	San Francisco, CA
94157	-0.36029398	0.6810044	San Francisco, CA
94159	-0.36029398	0.6810044	San Francisco, CA
94160	-0.36029398	0.6810044	San Francisco, CA
94161	-0.36029398	0.6810044	San Francisco, CA
94162	-0.36029398	0.6810044	San Francisco, CA
94163	-0.36029398	0.6810044	San Francisco, CA
94164	-0.36029398	0.6810044	San Francisco, CA
94165	-0.36029398	0.6810044	San Francisco, CA
94166	-0.36029398	0.6810044	San Francisco, CA
94167	-0.36029398	0.6810044	San Francisco, CA
94168	-0.36029398	0.6810044	San Francisco, CA
94169	-0.36029398	0.6810044	San Francisco, CA
94170	-0.36029398	0.6810044	San Francisco, CA
94171	-0.36029398	0.6810044	San Francisco, CA
94172	-0.36029398	0.6810044	San Francisco, CA
94175	-0.36029398	0.6810044	San Francisco, CA
94177	-0.36029398	0.6810044	San Francisco, CA
94188	-0.36029398	0.6810044	San Francisco, CA
